experiment,plate,well,row,col,abs600,neon_btm,neon_top,crim_btm,crim_top,readtime
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A1,A,1,0.1627,53595,118126,57322,164327,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A2,A,2,0.2063,18439,55915,119449,334466,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A3,A,3,0.1574,6613,25768,71571,269405,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A4,A,4,0.1869,13966,49725,67909,259178,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A5,A,5,0.1372,3575,19298,62319,237605,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A6,A,6,0.1249,36696,174105,25534,196778,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A7,A,7,0.1556,16457,98182,80393,427785,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A8,A,8,0.1409,8636,57283,86337,460920,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A9,A,9,0.1258,5195,37579,49493,504680,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A10,A,10,0.1414,4116,40325,56231,465043,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A11,A,11,0.1643,6275,32090,96342,472587,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,A12,A,12,0.1381,4454,20334,104961,278789,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B1,B,1,0.1469,7630,24821,54678,148874,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B2,B,2,0.1661,17350,47235,74334,240486,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B3,B,3,0.1905,6818,35470,108265,444494,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B4,B,4,0.171,21395,79275,89406,342163,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B5,B,5,0.1314,3846,22207,46864,176012,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B6,B,6,0.2199,32868,204320,83481,354447,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B7,B,7,0.1325,17682,109236,48730,254295,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B8,B,8,0.1722,20656,132539,90201,370642,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B9,B,9,0.1488,21324,158457,66772,392718,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B10,B,10,0.2313,89618,273590,96100,262749,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B11,B,11,0.2239,301025,761138,75095,183090,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,B12,B,12,0.1964,153940,365543,128274,234043,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C1,C,1,0.1846,5471,23788,86627,261809,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C2,C,2,0.1365,4728,19602,37958,161342,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C3,C,3,0.1739,8848,33212,70817,290881,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C4,C,4,0.1664,7699,33064,71903,403872,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C5,C,5,0.202,10805,43374,125236,629298,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C6,C,6,0.2388,5741,35001,99651,495026,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C7,C,7,0.1597,5876,43745,89953,483056,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C8,C,8,0.1517,4391,32396,69491,429226,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C9,C,9,0.1755,4864,49778,108545,716496,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C10,C,10,0.1801,4797,40507,108819,666184,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C11,C,11,0.16,5268,31149,82425,516369,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,C12,C,12,0.1373,7161,19529,106682,359959,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D1,D,1,0.1577,3649,15070,50930,121220,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D2,D,2,0.1331,8514,41699,37992,180911,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D3,D,3,0.1877,4797,27724,87832,333828,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D4,D,4,0.1646,5810,25323,56581,223801,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D5,D,5,0.1666,5880,33660,87293,394317,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D6,D,6,0.1275,3311,21328,33141,203008,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D7,D,7,0.1725,6079,40594,113153,563514,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D8,D,8,0.1506,5405,36881,85678,446751,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D9,D,9,0.1754,5405,35224,109117,532780,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D10,D,10,0.1484,5135,34276,83776,518392,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D11,D,11,0.1525,4931,36684,89156,447404,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,D12,D,12,0.1362,4798,22710,76967,359829,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E1,E,1,0.1265,197308,719603,807,3726,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E2,E,2,0.1336,182209,609787,808,2664,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E3,E,3,0.1967,426804,1615079,539,3464,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E4,E,4,0.12,136089,528356,1886,3997,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E5,E,5,0.1411,202979,878482,1078,4796,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E6,E,6,0.1899,457563,1835841,1078,5596,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E7,E,7,0.1668,242624,1100082,808,2665,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E8,E,8,0.1651,308885,1225233,1078,3465,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E9,E,9,0.1681,333557,1019692,1078,3465,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E10,E,10,0.2099,298109,905889,809,4531,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E11,E,11,0.2915,1024840,1168511,1347,1866,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,E12,E,12,0.1286,191326,482192,1617,2132,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F1,F,1,0.1942,449933,887952,539,2398,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F2,F,2,0.1442,172949,816000,270,3731,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F3,F,3,0.143,179790,627767,809,3464,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F4,F,4,0.1278,147787,708792,539,2931,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F5,F,5,0.1435,179219,801481,1348,3997,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F6,F,6,0.1637,249111,1155272,809,3464,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F7,F,7,0.1513,215209,1008257,1078,4530,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F8,F,8,0.1713,318179,1289679,809,4797,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F9,F,9,0.1224,124269,825390,1617,3197,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F10,F,10,0.1779,365530,1260749,1348,5062,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F11,F,11,0.152,301255,833969,1617,2397,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,F12,F,12,0.1405,317086,873324,808,1597,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G1,G,1,0.1148,69388,504249,269,2396,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G2,G,2,0.1301,78035,531839,1348,4263,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G3,G,3,0.137,70240,430829,270,2665,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G4,G,4,0.0809,2569,15350,1348,3731,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G5,G,5,0.0802,2704,13076,2157,3998,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G6,G,6,0.0793,2366,13697,1887,5064,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G7,G,7,0.0788,2705,14457,1887,3199,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G8,G,8,0.0798,1893,14183,270,3199,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G9,G,9,0.0793,3178,12047,1348,3732,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G10,G,10,0.105,3312,15766,1618,2399,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G11,G,11,0.0785,2637,11843,809,3732,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,G12,G,12,0.0779,1961,10809,1348,1599,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H1,H,1,0.1149,63148,243075,1348,4532,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H2,H,2,0.103,67409,459505,809,3999,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H3,H,3,0.1045,46862,426571,1348,4798,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H4,H,4,0.082,2636,11637,1348,1866,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H5,H,5,0.0798,3178,14533,539,2665,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H6,H,6,0.0796,2095,13496,539,3999,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H7,H,7,0.0781,3245,11637,1888,5598,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H8,H,8,0.0782,2839,9848,2427,2665,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H9,H,9,0.0767,3110,11984,1618,1333,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H10,H,10,0.0782,1826,11982,809,3198,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H11,H,11,0.0778,3583,11499,270,3197,7
2023-12_priorityeffects2,PlateA-T0-dipped-Trial2_cropped,H12,H,12,0.081,2502,10058,1347,3727,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A1,A,1,0.093,202753,780527,2378,5150,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A2,A,2,0.0929,61032,402843,1863,8815,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A3,A,3,0.0994,43456,470746,3203,11959,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A4,A,4,0.099,46558,327873,2406,7030,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A5,A,5,0.096,39045,278762,3745,9641,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A6,A,6,0.0975,64140,314585,2677,7300,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A7,A,7,0.1063,14548,60894,25704,97802,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A8,A,8,0.0959,4670,17962,19015,74607,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A9,A,9,0.1006,5211,20945,21430,94196,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A10,A,10,0.1022,4331,22194,15540,70720,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A11,A,11,0.0962,5752,28508,12595,62902,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,A12,A,12,0.0936,6769,28427,13936,42543,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B1,B,1,0.0986,79093,586102,2681,11225,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B2,B,2,0.091,30753,375936,2145,9919,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B3,B,3,0.1038,78499,652000,4826,14356,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B4,B,4,0.1034,83584,845493,4825,26624,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B5,B,5,0.0992,71249,475787,6434,19575,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B6,B,6,0.1081,86674,707005,3217,18012,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B7,B,7,0.1038,5688,32718,21443,165761,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B8,B,8,0.1099,4808,27390,25996,114845,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B9,B,9,0.1022,7041,41549,14471,111444,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B10,B,10,0.0989,5755,28919,20902,130479,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B11,B,11,0.1222,12865,81357,36973,231433,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,B12,B,12,0.1047,33795,209790,22758,94668,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C1,C,1,0.1072,98389,567536,4823,17481,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C2,C,2,0.0996,91800,685811,4021,12265,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C3,C,3,0.1222,151455,913070,6166,26366,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C4,C,4,0.1006,88489,835136,6972,21670,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C5,C,5,0.0998,66737,584659,4827,13837,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C6,C,6,0.0903,27776,337196,1877,13315,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C7,C,7,0.1175,21274,131588,38086,248048,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C8,C,8,0.104,20868,123756,8315,57702,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C9,C,9,0.1195,4472,30074,56862,423330,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C10,C,10,0.1102,7656,47071,12337,149870,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C11,C,11,0.1048,24322,184049,24140,118537,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,C12,C,12,0.0966,3185,24397,17704,133171,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D1,D,1,0.0926,60065,326175,3219,6527,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D2,D,2,0.0968,80681,659653,3755,21671,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D3,D,3,0.1067,175163,759328,3755,24801,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D4,D,4,0.0885,39116,286874,1341,5221,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D5,D,5,0.0974,49143,343719,3219,9398,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D6,D,6,0.0988,86014,708733,3487,13838,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D7,D,7,0.0923,3999,30428,9387,83545,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D8,D,8,0.1094,8473,61768,28695,243592,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D9,D,9,0.1166,34774,162666,34595,257704,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D10,D,10,0.1204,17216,89093,52022,335992,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D11,D,11,0.1016,10709,69883,13674,83787,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,D12,D,12,0.1078,9285,38072,31079,156541,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E1,E,1,0.1087,4136,30197,37536,308258,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E2,E,2,0.0964,2847,17742,13143,119029,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E3,E,3,0.0981,2847,19058,16633,107307,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E4,E,4,0.0966,2711,20995,10195,117248,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E5,E,5,0.0952,2779,18504,11805,109672,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E6,E,6,0.0946,2576,17257,11269,104972,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E7,E,7,0.099,2644,16487,7512,105760,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E8,E,8,0.0988,2373,16980,9123,100541,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E9,E,9,0.0963,2712,16906,10465,99753,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E10,E,10,0.0895,3186,17741,10197,87480,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E11,E,11,0.0975,3728,19959,30323,152510,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,E12,E,12,0.0981,1966,18983,28444,163217,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,F1,F,1,0.0998,3661,13925,13420,81731,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,F2,F,2,0.0991,3865,18362,11539,105237,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,F3,F,3,0.1082,2170,17598,11270,135260,7
2023-12_priorityeffects2,PlatB-T0-Mixed-Trial2_cropped,F4,F,4,0.1,2916,17948,11001,132124,7
