experiment,plate,row,col,protect,protect_v2,path,path_v2,plant,protect_od,path_od,date_ster,date_germ,date_inoc,date_process,light_dn,light_lx,temp_dn,MS,MES,pH,notes
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,A,9,Pf5,Pf5,N2C3,N2C3,col0,0.0001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,B,9,Pf5,Pf5,N2C3,N2C3,col0,0.0001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,C,9,Pf5,Pf5,N2C3,N2C3,col0,0.0001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,D,9,Pf5,Pf5,MOCK,N2C3,col0,0.0001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,E,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,F,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,G,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,H,9,WCS365,WCS365,MOCK,N2C3,col0,0.0001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,A,10,Pf5,Pf5,N2C3,N2C3,col0,1E-05,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,B,10,Pf5,Pf5,N2C3,N2C3,col0,1E-05,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,C,10,Pf5,Pf5,N2C3,N2C3,col0,1E-05,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,D,10,Pf5,Pf5,MOCK,N2C3,col0,1E-05,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,E,10,WCS365,WCS365,N2C3,N2C3,col0,1E-05,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,F,10,WCS365,WCS365,N2C3,N2C3,col0,1E-05,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,G,10,WCS365,WCS365,N2C3,N2C3,col0,1E-05,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,H,10,WCS365,WCS365,MOCK,N2C3,col0,1E-05,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,A,11,Pf5,Pf5,N2C3,N2C3,col0,1E-06,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,B,11,Pf5,Pf5,N2C3,N2C3,col0,1E-06,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,C,11,Pf5,Pf5,N2C3,N2C3,col0,1E-06,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,D,11,Pf5,Pf5,MOCK,N2C3,col0,1E-06,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,E,11,WCS365,WCS365,N2C3,N2C3,col0,1E-06,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,F,11,WCS365,WCS365,N2C3,N2C3,col0,1E-06,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,G,11,WCS365,WCS365,N2C3,N2C3,col0,1E-06,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,H,11,WCS365,WCS365,MOCK,N2C3,col0,1E-06,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,A,12,MOCK,Pf5,N2C3,N2C3,col0,0,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,B,12,MOCK,Pf5,N2C3,N2C3,col0,0,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,C,12,MOCK,Pf5,N2C3,N2C3,col0,0,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,D,12,MOCK,Pf5,MOCK,N2C3,col0,0,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,E,12,MOCK,WCS365,N2C3,N2C3,col0,0,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,F,12,MOCK,WCS365,N2C3,N2C3,col0,0,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,G,12,MOCK,WCS365,N2C3,N2C3,col0,0,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,H,12,MOCK,WCS365,MOCK,N2C3,col0,0,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,1,CHAO,CHAO,N2C3,N2C3,col0,0.01,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,1,CHAO,CHAO,N2C3,N2C3,col0,0.01,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,1,CHAO,CHAO,N2C3,N2C3,col0,0.01,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,1,CHAO,CHAO,MOCK,N2C3,col0,0.01,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,1,CH267,CH267,N2C3,N2C3,col0,0.01,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,1,CH267,CH267,N2C3,N2C3,col0,0.01,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,1,CH267,CH267,N2C3,N2C3,col0,0.01,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
