UniqueID	experiment	plate	row	col	StrainMix	protect	lacZ_protect	fluor_protect	path	lacZ_path	fluor_path	plant	protect_od	path_od	date_ster	date_germ	date_inoc	date_process	light_dn	light_lx	temp_dn	MS	MES	pH	notes	protect_v2	path_v2	protect2	plate_alias	path_od_adj	path_od_actual	totalOD	ratio_protect	ratio_path	ratio	protect_cells	path_cells	total_cells	protect_cells_log	path_cells_log	total_cells_log	plant_age	well	all_plant_pixels	ratio_r_q5	ratio_g_q5	ratio_b_q5	ratio_r_median	ratio_g_median	ratio_b_median	ratio_r_q95	ratio_g_q95	ratio_b_q95	pix_r_median	pix_g_median	pix_b_median	diff_rb_median	diff_gb_median	diff_gr_median	ID	Number_pixels_log	hue	saturation	value	Healthiness_rgb	Healthiness_hsv	ratio_protect_log	ratio_path_log	ratio_protpath_log
ID__2023_08_08_fluor__fluor_A_002_cropped__F__3	2023-08-08_fluor	fluor_A_002_cropped	F	3	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-04	1e-04	0.000101	1	100	1-100	400.8125	40081.25	40482.0625	2.60402344310557	4.60295209247889	4.60727335898347	5	F3	9255	0.338898170246619	0.401289214167229	0.171642777679248	0.350253807106599	0.457386363636364	0.192411924119241	0.360119047619048	0.474285714285714	0.2552014859081	128	166	69	57	95	38	ID	NA	NA	NA	NA	678.258392156372	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_A_002_cropped__G__3	2023-08-08_fluor	fluor_A_002_cropped	G	3	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-06	1e-06	2e-06	1	1	1-1	400.8125	400.8125	801.625	2.60402344310557	2.60402344310557	2.90451268292455	5	G3	3834	0.336424407779783	0.355025736345439	0.204520040662213	0.358585858585859	0.416876622263967	0.225156244057655	0.383264009279238	0.443089820359281	0.281648127549129	149	171	92	54	76	24	ID	NA	NA	NA	NA	444.38690566734	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_A_002_cropped__H__3	2023-08-08_fluor	fluor_A_002_cropped	H	3	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	1e-06	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0	0	1e-06	1	0	1-0	400.8125	0	400.8125	2.60402344310557	0	2.60402344310557	5	H3	2629	0.330515611061552	0.383122312824314	0.209389468218597	0.346478873239437	0.425714285714286	0.227272727272727	0.362615105740181	0.438421229252175	0.274338011829274	127	156	84	43	72	29	ID	NA	NA	NA	NA	444.594247303669	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_A_002_cropped__A__4	2023-08-08_fluor	fluor_A_002_cropped	A	4	MOCK-N2C3	MOCK	NA	crim	N2C3	NA	neon	col0	0	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0.01	0.01	0.01	0	1	0-1	0	4008125	4008125	0	6.60294136561483	6.60294136561483	5	A4	2094	0.322842579750347	0.368869197479061	0.225991882293252	0.344262295081967	0.403458213256484	0.254189944134078	0.366031332925087	0.426862101313321	0.284778746770026	117	137	86.5	31	50	21	ID	NA	NA	NA	NA	305.548930511813	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_A_002_cropped__B__4	2023-08-08_fluor	fluor_A_002_cropped	B	4	MOCK-N2C3	MOCK	NA	crim	N2C3	NA	neon	col0	0	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-04	1e-04	1e-04	0	1	0-1	0	40081.25	40081.25	0	4.60295209247889	4.60295209247889	5	B4	7910	0.339233038348083	0.391799544419134	0.18	0.349726775956284	0.446428571428571	0.202113698553638	0.364627553211974	0.468571428571429	0.261321273031826	127	163	73	54	89	36	ID	NA	NA	NA	NA	627.615252906609	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_A_002_cropped__C__4	2023-08-08_fluor	fluor_A_002_cropped	C	4	MOCK-N2C3	MOCK	NA	crim	N2C3	NA	neon	col0	0	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-06	1e-06	1e-06	0	1	0-1	0	400.8125	400.8125	0	2.60402344310557	2.60402344310557	5	C4	5194	0.351052846293856	0.372043391945547	0.181553194044188	0.36	0.428571428571429	0.212201591511936	0.377464788732394	0.449119557495179	0.27029106029106	136	162	79	55	81	26	ID	NA	NA	NA	NA	494.172878401795	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_A_002_cropped__D__4	2023-08-08_fluor	fluor_A_002_cropped	D	4	MOCK-MOCK	MOCK	NA	crim	MOCK	NA	neon	col0	0	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0	0	0	0	0	0-0	0	0	0	0	0	0	5	D4	2287	0.35660091047041	0.345273376749611	0.257085020242915	0.369205298013245	0.350758853288364	0.277083333333333	0.385220125786164	0.369047619047619	0.296675938202571	235	223	176	57	47	-12	ID	NA	NA	NA	NA	77.2674884627827	NA	0	0	0
ID__2023_08_08_fluor__fluor_A_002_cropped__E__4	2023-08-08_fluor	fluor_A_002_cropped	E	4	MOCK-N2C3	MOCK	NA	crim	N2C3	NA	neon	col0	0	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0.01	0.01	0.01	0	1	0-1	0	4008125	4008125	0	6.60294136561483	6.60294136561483	5	E4	2643	0.35515873015873	0.366053169734151	0.204275534441805	0.367521367521368	0.398601398601399	0.230425055928412	0.377622377622378	0.431030308090507	0.275359126604099	162	176	101	61	74	12	ID	NA	NA	NA	NA	335.381622179733	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_A_002_cropped__F__4	2023-08-08_fluor	fluor_A_002_cropped	F	4	MOCK-N2C3	MOCK	NA	crim	N2C3	NA	neon	col0	0	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-04	1e-04	1e-04	0	1	0-1	0	40081.25	40081.25	0	4.60295209247889	4.60295209247889	5	F4	1597	0.356929604328448	0.345718901453958	0.264855687606112	0.370597243491577	0.35	0.279569892473118	0.381117934420877	0.354964391111768	0.296948524546778	242	228	182	59	46	-13	ID	NA	NA	NA	NA	64.0715354995594	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_A_002_cropped__G__4	2023-08-08_fluor	fluor_A_002_cropped	G	4	MOCK-N2C3	MOCK	NA	crim	N2C3	NA	neon	col0	0	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-06	1e-06	1e-06	0	1	0-1	0	400.8125	400.8125	0	2.60402344310557	2.60402344310557	5	G4	8858	0.336878021709276	0.397118632141852	0.176097494724085	0.347826086956522	0.451612903225806	0.199438202247191	0.362927264052166	0.474025974025974	0.256310508713255	124	161	71	53	90	37	ID	NA	NA	NA	NA	647.371091076297	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_A_002_cropped__H__4	2023-08-08_fluor	fluor_A_002_cropped	H	4	MOCK-MOCK	MOCK	NA	crim	MOCK	NA	neon	col0	0	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0	0	0	0	0	0-0	0	0	0	0	0	0	5	H4	11660	0.335149863760218	0.395939086294416	0.173252279635258	0.348837209302326	0.459383753501401	0.191549295774648	0.357142857142857	0.474846448328811	0.260163521318471	120	157	66	52	88	37	ID	NA	NA	NA	NA	658.81119884685	NA	0	0	0
ID__2023_08_08_fluor__fluor_A_002_cropped__A__5	2023-08-08_fluor	fluor_A_002_cropped	A	5	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0.01	0.01	0.02	1	1	1-1	4008125	4008125	8016250	6.60294136561483	6.60294136561483	6.90397130710206	5	A5	1793	0.337335011688545	0.364683514788442	0.23469387755102	0.352542372881356	0.398496240601504	0.250793650793651	0.372246376811594	0.407166123778502	0.278843589255096	110	126	80	32	46	15	ID	NA	NA	NA	NA	247.290505341814	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_A_002_cropped__B__5	2023-08-08_fluor	fluor_A_002_cropped	B	5	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-04	1e-04	0.0101	100	1	100-1	4008125	40081.25	4048206.25	6.60294136561483	4.60295209247889	6.60726273832466	5	B5	5311	0.342628989154872	0.388670162979691	0.209701931561918	0.359042553191489	0.41005291005291	0.22879177377892	0.370870024015719	0.44	0.255493385406049	134	154	85	48	67	19	ID	NA	NA	NA	NA	391.152096967796	NA	2.00432137378264	0.301029995663981	1.30918686255914
ID__2023_08_08_fluor__fluor_A_002_cropped__C__5	2023-08-08_fluor	fluor_A_002_cropped	C	5	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-06	1e-06	0.010001	10000	1	10000-1	4008125	400.8125	4008525.8125	6.60294136561483	2.60402344310557	6.60298479288086	5	C5	3088	0.338666666666667	0.355254788164943	0.177435256701499	0.363636363636364	0.432975292288199	0.206388206388206	0.388520277862907	0.453804347826087	0.276365238638867	142	168	78	60	86	27	ID	NA	NA	NA	NA	488.574507162203	NA	4.00004342727686	0.301029995663981	2.84314231335234
ID__2023_08_08_fluor__fluor_A_002_cropped__D__5	2023-08-08_fluor	fluor_A_002_cropped	D	5	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	0.01	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0	0	0.01	1	0	1-0	4008125	0	4008125	6.60294136561483	0	6.60294136561483	5	D5	3578	0.341463414634146	0.371931669042209	0.21172052154195	0.352112676056338	0.414772727272727	0.233990147783251	0.382232748868778	0.431952662721893	0.267655503333268	138	161	91	45	69	24	ID	NA	NA	NA	NA	415.79011871163	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_A_002_cropped__E__5	2023-08-08_fluor	fluor_A_002_cropped	E	5	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0.01	0.01	0.02	1	1	1-1	4008125	4008125	8016250	6.60294136561483	6.60294136561483	6.90397130710206	5	E5	3418	0.340425531914894	0.362668913193991	0.186183790173152	0.353732450426979	0.440111420612813	0.208642246508137	0.374736842105263	0.457525252525253	0.274237491928481	128	159	75	52	83	31	ID	NA	NA	NA	NA	512.415369615506	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_A_002_cropped__F__5	2023-08-08_fluor	fluor_A_002_cropped	F	5	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-04	1e-04	0.0101	100	1	100-1	4008125	40081.25	4048206.25	6.60294136561483	4.60295209247889	6.60726273832466	5	F5	3551	0.338509316770186	0.367645802179022	0.213432463272001	0.350769230769231	0.410876132930514	0.2375	0.388776428250112	0.424195515526785	0.272727272727273	115	135	77	37	57	20	ID	NA	NA	NA	NA	344.395876839337	NA	2.00432137378264	0.301029995663981	1.30918686255914
ID__2023_08_08_fluor__fluor_A_002_cropped__G__5	2023-08-08_fluor	fluor_A_002_cropped	G	5	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-06	1e-06	0.010001	10000	1	10000-1	4008125	400.8125	4008525.8125	6.60294136561483	2.60402344310557	6.60298479288086	5	G5	2689	0.342365274474997	0.370529588439062	0.201517260306196	0.362768496420048	0.406392694063927	0.230769230769231	0.375289241650798	0.438630541247612	0.270515561891186	144	162	91	53	69	18	ID	NA	NA	NA	NA	360.123989400253	NA	4.00004342727686	0.301029995663981	2.84314231335234
ID__2023_08_08_fluor__fluor_A_002_cropped__H__5	2023-08-08_fluor	fluor_A_002_cropped	H	5	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	0.01	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0	0	0.01	1	0	1-0	4008125	0	4008125	6.60294136561483	0	6.60294136561483	5	H5	3357	0.342930681632704	0.383673469387755	0.180992699108903	0.362	0.42548596112311	0.206477732793522	0.382243876482033	0.453731343283582	0.269218901871575	149	177	88	63	92	26	ID	NA	NA	NA	NA	507.755619619492	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_A_002_cropped__A__6	2023-08-08_fluor	fluor_A_002_cropped	A	6	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0.01	0.01	0.0101	1	100	1-100	40081.25	4008125	4048206.25	4.60295209247889	6.60294136561483	6.60726273832466	5	A6	1307	0.340836012861736	0.366744186046512	0.243055555555556	0.348484848484849	0.393129770992366	0.257042253521127	0.365569150908417	0.408783783783784	0.276791890280262	101	115	74	27	40	13	ID	NA	NA	NA	NA	205.696111103224	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_A_002_cropped__B__6	2023-08-08_fluor	fluor_A_002_cropped	B	6	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-04	1e-04	2e-04	1	1	1-1	40081.25	40081.25	80162.5	4.60295209247889	4.60295209247889	4.90397667056787	5	B6	3422	0.343612788020522	0.3799660025616	0.195825146025679	0.359178400042187	0.423245614035088	0.213186813186813	0.381818181818182	0.44702842377261	0.266018939212779	161	189	97	64	94	28	ID	NA	NA	NA	NA	530.161034870682	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_A_002_cropped__C__6	2023-08-08_fluor	fluor_A_002_cropped	C	6	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-06	1e-06	0.000101	100	1	100-1	40081.25	400.8125	40482.0625	4.60295209247889	2.60402344310557	4.60727335898347	5	C6	2785	0.355733998825602	0.342512609714445	0.277869243856062	0.364779874213836	0.346333853354134	0.288732394366197	0.371941952754426	0.351941298971756	0.300509337860781	231	219	182	49	37	-12	ID	NA	NA	NA	NA	44.7847544571433	NA	2.00432137378264	0.301029995663981	1.30918686255914
ID__2023_08_08_fluor__fluor_A_002_cropped__D__6	2023-08-08_fluor	fluor_A_002_cropped	D	6	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	1e-04	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0	0	1e-04	1	0	1-0	40081.25	0	40081.25	4.60295209247889	0	4.60295209247889	5	D6	2544	0.330132783882784	0.371734890743614	0.231525061671016	0.348710559373384	0.400534069193691	0.25075077783289	0.367435070446444	0.42465957075892	0.27445779725016	124	142	89	35	53	18	ID	NA	NA	NA	NA	303.106213013877	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_A_002_cropped__E__6	2023-08-08_fluor	fluor_A_002_cropped	E	6	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0.01	0.01	0.0101	1	100	1-100	40081.25	4008125	4048206.25	4.60295209247889	6.60294136561483	6.60726273832466	5	E6	2750	0.358366107293314	0.360747663551402	0.220338983050847	0.370879120879121	0.391304347826087	0.235897435897436	0.386397643502939	0.405347073692397	0.275862068965517	152	162	95	55	63	8	ID	NA	NA	NA	NA	271.719756640785	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_A_002_cropped__F__6	2023-08-08_fluor	fluor_A_002_cropped	F	6	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-04	1e-04	2e-04	1	1	1-1	40081.25	40081.25	80162.5	4.60295209247889	4.60295209247889	4.90397667056787	5	F6	6550	0.345969742063492	0.396531064533093	0.181547619047619	0.356807511737089	0.443349753694581	0.199004975124378	0.365219847384798	0.462284268546128	0.255130025030658	146	180	81	64	99	35	ID	NA	NA	NA	NA	644.955984303998	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_A_002_cropped__G__6	2023-08-08_fluor	fluor_A_002_cropped	G	6	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-06	1e-06	0.000101	100	1	100-1	40081.25	400.8125	40482.0625	4.60295209247889	2.60402344310557	4.60727335898347	5	G6	5518	0.340292275574113	0.383420572606868	0.169184290030211	0.349127182044888	0.441095890410959	0.209677419354839	0.379398006291621	0.468842729970326	0.266870091851117	130	164	78	51	86	34	ID	NA	NA	NA	NA	576.246500686051	NA	2.00432137378264	0.301029995663981	1.30918686255914
ID__2023_08_08_fluor__fluor_A_002_cropped__H__6	2023-08-08_fluor	fluor_A_002_cropped	H	6	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	1e-04	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0	0	1e-04	1	0	1-0	40081.25	0	40081.25	4.60295209247889	0	4.60295209247889	5	H6	9260	0.33433734939759	0.396905197706657	0.173020527859238	0.344827586206897	0.459546925566343	0.19533527696793	0.356688869038372	0.477351916376307	0.261471418489767	114	152	64	48	85	37	ID	NA	NA	NA	NA	630.698603588079	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_A_002_cropped__A__7	2023-08-08_fluor	fluor_A_002_cropped	A	7	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0.01	0.01	0.010001	1	10000	1-10000	400.8125	4008125	4008525.8125	2.60402344310557	6.60294136561483	6.60298479288086	5	A7	2299	0.335227272727273	0.374079396778589	0.217980157898414	0.350724637681159	0.402941176470588	0.246200607902736	0.375036656891496	0.417772556390977	0.278304210428478	119	138	84	35	53	18	ID	NA	NA	NA	NA	299.193777405566	NA	0.301029995663981	4.00004342727686	-0.739796260855168
ID__2023_08_08_fluor__fluor_A_002_cropped__B__7	2023-08-08_fluor	fluor_A_002_cropped	B	7	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-04	1e-04	0.000101	1	100	1-100	400.8125	40081.25	40482.0625	2.60402344310557	4.60295209247889	4.60727335898347	5	B7	3193	0.346485412727664	0.375	0.19938268065669	0.358543417366947	0.397183098591549	0.245762711864407	0.38443051921223	0.421383647798742	0.270341207349081	128	142	88	40	54	14	ID	NA	NA	NA	NA	287.355462767802	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_A_002_cropped__C__7	2023-08-08_fluor	fluor_A_002_cropped	C	7	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-06	1e-06	2e-06	1	1	1-1	400.8125	400.8125	801.625	2.60402344310557	2.60402344310557	2.90451268292455	5	C7	3473	0.347398072646405	0.372355373959839	0.204433497536946	0.365617433414044	0.398891966759003	0.237057220708447	0.385329776389702	0.425061425061425	0.270146962053082	139	152	90	48	61	13	ID	NA	NA	NA	NA	308.052193827664	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_A_002_cropped__D__7	2023-08-08_fluor	fluor_A_002_cropped	D	7	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	1e-06	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0	0	1e-06	1	0	1-0	400.8125	0	400.8125	2.60402344310557	0	2.60402344310557	5	D7	3655	0.338827921399589	0.370398622047244	0.20671834625323	0.351585014409222	0.410614525139665	0.236486486486486	0.384615384615385	0.426813595573534	0.270901041341897	123	145	82	40	61	21	ID	NA	NA	NA	NA	366.989637267365	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_A_002_cropped__E__7	2023-08-08_fluor	fluor_A_002_cropped	E	7	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0.01	0.01	0.010001	1	10000	1-10000	400.8125	4008125	4008525.8125	2.60402344310557	6.60294136561483	6.60298479288086	5	E7	1004	0.354397222601471	0.344236760124611	0.268469134158789	0.359055118110236	0.34674144717395	0.294314540391531	0.378603903693315	0.353198163282883	0.300314465408805	227	219	186	40	33	-8	ID	NA	NA	NA	NA	51.0368230498606	NA	0.301029995663981	4.00004342727686	-0.739796260855168
ID__2023_08_08_fluor__fluor_A_002_cropped__F__7	2023-08-08_fluor	fluor_A_002_cropped	F	7	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-04	1e-04	0.000101	1	100	1-100	400.8125	40081.25	40482.0625	2.60402344310557	4.60295209247889	4.60727335898347	5	F7	4668	0.355640535372849	0.356986147867344	0.20048309178744	0.369781312127237	0.391111111111111	0.239326366103617	0.383292383292383	0.42821729365525	0.284875613823775	173	184	110	60	70	9	ID	NA	NA	NA	NA	322.891700905911	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_A_002_cropped__G__7	2023-08-08_fluor	fluor_A_002_cropped	G	7	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	1e-06	1e-06	2e-06	1	1	1-1	400.8125	400.8125	801.625	2.60402344310557	2.60402344310557	2.90451268292455	5	G7	5850	0.339791074397897	0.382549974075398	0.167213114754098	0.354933924534863	0.441326530612245	0.206060606060606	0.376835247064895	0.466004557162671	0.265260934025204	122	153	72	51	81	31	ID	NA	NA	NA	NA	538.713904029833	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_A_002_cropped__H__7	2023-08-08_fluor	fluor_A_002_cropped	H	7	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	1e-06	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0	0	1e-06	1	0	1-0	400.8125	0	400.8125	2.60402344310557	0	2.60402344310557	5	H7	5855	0.341198085533426	0.383066701898758	0.20328330206379	0.352480417754569	0.417417417417417	0.229607250755287	0.370056497175141	0.438311688311688	0.265406655400684	123	147	79	43	66	23	ID	NA	NA	NA	NA	421.971319621638	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_A_002_cropped__A__8	2023-08-08_fluor	fluor_A_002_cropped	A	8	MOCK-N2C3	MOCK	NA	crim	N2C3	NA	neon	col0	0	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Crim-N2C3Neon-A	0.01	0.01	0.01	0	1	0-1	0	4008125	4008125	0	6.60294136561483	6.60294136561483	5	A8	1692	0.347593582887701	0.35678467199594	0.230769230769231	0.359550561797753	0.389986072423398	0.248611068242847	0.376690889586104	0.409703504043127	0.28267616191904	132	144	90	40	52	9	ID	NA	NA	NA	NA	226.005987067625	NA	0	0.301029995663981	-0.231378213159759
