experiment,plate,row,col,protect,path,plant,protect_od,path_od,date_ster,date_germ,date_inoc,date_process,light_dn,light_lx,temp_dn,MS,MES,pH,notes
2023-06-07_ccpwn,ccpwn001_a,F,8,CH267,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,G,8,CH267,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,H,8,CH267,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,A,9,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,B,9,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,C,9,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,D,9,MOCK,MOCK,col0,0,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,E,9,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,F,9,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,G,9,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,H,9,MOCK,N2C3,col0,0,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,A,10,WCS365,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,B,10,WCS365,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,C,10,WCS365,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,D,10,WCS365,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,E,10,WCS365,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,F,10,WCS365,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,G,10,WCS365,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,H,10,WCS365,N2C3,col0,0.01,0.01,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
2023-06-07_ccpwn,ccpwn001_a,A,11,PF5,MOCK,col0,0.01,0,2023-05-29,2023-06-02,2023-06-07,2023-06-14,16_8,60,23_23,0.5,0.5,5.8,
