plate,experiment,well,row,col,abs600nm,neon_top,crim_top,readtime
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E2,E,2,0.1328,471657,175071,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E3,E,3,0.1051,631204,82146,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E4,E,4,0.1464,660098,130263,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E5,E,5,0.1383,1039449,85393,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E6,E,6,0.1279,677046,101079,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E7,E,7,0.1243,717436,31351,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E8,E,8,0.2007,1519777,14866,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E9,E,9,0.1329,408019,91899,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E10,E,10,0.1755,1225881,10811,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E11,E,11,0.1324,846900,10271,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E12,E,12,0.133,506335,53248,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F1,F,1,0.2647,2139168,81938,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F2,F,2,0.0921,389190,59215,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F3,F,3,0.0874,414515,97866,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F4,F,4,0.0925,434948,33799,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F5,F,5,0.0896,734299,47854,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F6,F,6,0.0917,673623,35148,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F7,F,7,0.0951,492325,95176,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F8,F,8,0.0975,468235,80038,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F9,F,9,0.1531,1193096,47580,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F10,F,10,0.1157,621547,54869,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F11,F,11,0.0898,488942,11350,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,F12,F,12,0.1536,814053,50237,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G1,G,1,0.284,24006,404129,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G2,G,2,0.0984,25735,273496,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G3,G,3,0.1399,35316,455011,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G4,G,4,0.1036,34550,393443,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G5,G,5,0.1305,26006,318854,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G6,G,6,0.0843,19450,116527,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G7,G,7,0.1019,951125,1893,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G8,G,8,0.1124,1013585,2704,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G9,G,9,0.0917,911076,1893,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G10,G,10,0.0993,790566,5949,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G11,G,11,0.1348,1129368,4055,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,G12,G,12,0.5076,2115230,2434,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H1,H,1,0.076,11725,1894,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H2,H,2,0.0781,12138,1894,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H3,H,3,0.4725,27927,402308,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H4,H,4,0.1006,20484,206108,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H5,H,5,0.0977,22349,239646,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H6,H,6,0.0874,15863,117396,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H7,H,7,0.1794,1724680,1352,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H8,H,8,0.1086,647246,2975,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H9,H,9,0.4889,1349020,4057,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H10,H,10,0.2246,1819474,1893,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H11,H,11,0.0779,12207,1081,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,H12,H,12,0.0757,16899,1351,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A1,A,1,0.0795,118179,2513,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A2,A,2,0.5131,1198991,2249,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A3,A,3,0.2737,1674861,4512,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A4,A,4,0.1018,359031,3672,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A5,A,5,0.1914,1765836,3675,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A6,A,6,0.1244,820922,2263,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A7,A,7,0.1173,17983,107248,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A8,A,8,0.1416,14438,26320,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A9,A,9,0.1487,20229,267496,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A10,A,10,0.2584,26971,429324,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A11,A,11,0.1249,18389,140756,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,A12,A,12,0.0899,11581,1983,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B1,B,1,0.297,1139028,2267,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B2,B,2,0.095,322659,1700,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B3,B,3,0.127,576840,3117,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B4,B,4,0.103,576575,3117,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B5,B,5,0.1416,535236,3683,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B6,B,6,0.1151,562503,2267,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B7,B,7,0.1318,33115,260143,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B8,B,8,0.1151,29433,233457,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B9,B,9,0.1103,27519,161776,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B10,B,10,0.1281,30178,253574,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B11,B,11,0.1036,17781,86654,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,B12,B,12,0.1238,16217,104994,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C1,C,1,0.2589,812695,60300,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C2,C,2,0.1003,516212,33706,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C3,C,3,0.0957,238050,21818,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C4,C,4,0.1026,439444,12465,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C5,C,5,0.1063,427907,2267,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C6,C,6,0.1534,1078944,7935,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C7,C,7,0.1038,252958,92392,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C8,C,8,0.1109,464807,76802,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C9,C,9,0.1417,581939,70002,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C10,C,10,0.1184,279665,66612,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C11,C,11,0.1317,304579,87297,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,C12,C,12,0.3141,416493,170648,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D1,D,1,0.27,1015789,21265,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D2,D,2,0.1094,526598,5386,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D3,D,3,0.1186,478979,15027,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D4,D,4,0.105,439706,4536,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D5,D,5,0.1295,609643,16726,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D6,D,6,0.1123,516725,6520,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D7,D,7,0.1168,303462,74275,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D8,D,8,0.1648,1762882,106306,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D9,D,9,0.1455,379192,100629,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D10,D,10,0.1176,299247,41953,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D11,D,11,0.1486,793438,30885,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,D12,D,12,0.1649,401680,50701,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E1,E,1,0.1113,309920,6798,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E2,E,2,0.1178,281270,73123,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E3,E,3,0.1159,454841,52996,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E4,E,4,0.0987,289745,32602,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E5,E,5,0.1112,335023,11623,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E6,E,6,0.1523,396716,41384,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E7,E,7,0.1291,537789,32889,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E8,E,8,0.1369,639939,45079,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E9,E,9,0.1074,330505,36576,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E10,E,10,0.1229,473086,14461,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E11,E,11,0.1506,462634,8221,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,E12,E,12,0.28,636336,11343,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F1,F,1,0.1142,369911,32903,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F2,F,2,0.1257,618727,20422,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F3,F,3,0.139,597647,64668,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F4,F,4,0.1178,363473,36299,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F5,F,5,0.1225,317584,106640,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F6,F,6,0.1399,528752,65231,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F7,F,7,0.1508,1267469,26091,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F8,F,8,0.1397,805929,11344,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F9,F,9,0.2123,1567238,12477,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F10,F,10,0.1433,591304,18147,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F11,F,11,0.1239,444193,76827,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,F12,F,12,0.1623,521750,49024,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G1,G,1,0.1671,20351,264375,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G2,G,2,0.1406,24716,222261,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G3,G,3,0.146,32968,310808,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G4,G,4,0.1257,32417,259790,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G5,G,5,0.1518,35845,421246,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G6,G,6,0.1119,28258,219802,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G7,G,7,0.1989,1388843,3971,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G8,G,8,0.1484,885715,4254,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G9,G,9,0.151,721320,2837,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G10,G,10,0.1434,687411,2553,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G11,G,11,0.153,575437,2553,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,G12,G,12,0.0968,207513,4254,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H1,H,1,0.0753,11946,1986,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H2,H,2,0.0768,14951,2270,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H3,H,3,0.1026,22179,97622,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H4,H,4,0.1659,18366,287163,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H5,H,5,0.1594,25946,190640,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H6,H,6,0.1424,19316,140441,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H7,H,7,0.1633,522362,3121,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H8,H,8,0.1297,1278244,3121,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H9,H,9,0.1459,399938,1986,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H10,H,10,0.1827,619276,3120,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H11,H,11,0.0776,14676,2268,7
PlateP2_T0_Dip_Trial5,2024_03_Peffect_Trial5,H12,H,12,0.0653,11943,2268,7
