experiment,plate,well,row,col,neon_top,crim_top,neon_btm,crim_btm,abs600,readtime
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A10,A,10,27391,3170,6627,1064,0.0885,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A11,A,11,16840,2378,5247,798,0.0959,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A12,A,12,15046,1850,5316,2128,0.1014,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B1,B,1,13184,3437,6010,1065,0.2188,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B2,B,2,55360,4231,23135,799,0.1112,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B3,B,3,63224,4230,24242,266,0.1119,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B4,B,4,53645,3965,10635,1598,0.0986,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B5,B,5,42530,3701,5455,1331,0.0922,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B6,B,6,40036,5022,6560,1597,0.093,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B7,B,7,28024,3173,5042,798,0.0928,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B8,B,8,28226,793,4420,1064,0.0947,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B9,B,9,29261,4229,4695,1331,0.0922,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B10,B,10,25399,2379,3729,798,0.0956,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B11,B,11,17527,3699,3936,532,0.0958,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,B12,B,12,36035,2375,25620,531,0.1834,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C1,C,1,278240,2641,260835,2659,0.318,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C2,C,2,61683,1321,30192,798,0.1209,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C3,C,3,46767,2907,12366,1330,0.103,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C4,C,4,120466,2908,15407,266,0.0977,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C5,C,5,26862,3436,5251,798,0.094,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C6,C,6,78187,2379,10709,799,0.0993,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C7,C,7,26453,2908,3455,1331,0.0983,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C8,C,8,34465,2644,4699,799,0.0941,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C9,C,9,24723,2908,2971,798,0.0932,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C10,C,10,25833,4230,3801,2662,0.0962,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C11,C,11,29906,3437,3317,2662,0.0901,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,C12,C,12,13400,3437,3800,533,0.1747,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D1,D,1,27353,1058,10436,1598,0.2452,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D2,D,2,47448,2645,18454,1331,0.1077,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D3,D,3,48692,3703,8296,266,0.0987,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D4,D,4,57902,3438,9674,1065,0.092,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D5,D,5,70348,2909,8431,1065,0.0925,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D6,D,6,121509,4232,17273,1331,0.0977,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D7,D,7,27970,2909,3525,799,0.0979,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D8,D,8,31428,3967,4354,2130,0.0921,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D9,D,9,31436,3702,3731,1598,0.0949,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D10,D,10,32889,3437,3317,799,0.0913,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D11,D,11,25350,2379,3455,799,0.0898,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,D12,D,12,27849,1848,9127,798,0.1178,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E1,E,1,10713,3963,2213,1330,0.0895,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E2,E,2,11332,2908,2488,799,0.0919,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E3,E,3,12789,3437,3041,1065,0.087,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E4,E,4,14857,2908,3180,533,0.0806,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E5,E,5,15480,2909,2834,266,0.0833,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E6,E,6,14444,3173,2350,533,0.085,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E7,E,7,387772,3173,57307,799,0.0951,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E8,E,8,301627,3438,51434,1864,0.0906,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E9,E,9,400448,4761,115521,266,0.099,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E10,E,10,368726,2116,98520,533,0.0996,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E11,E,11,551896,4232,247994,1598,0.1178,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,E12,E,12,132521,2645,49292,1332,0.1042,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F1,F,1,10158,2116,1590,1599,0.088,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F2,F,2,12164,3175,1935,1332,0.0818,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F3,F,3,12853,1323,2074,799,0.0899,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F4,F,4,13687,3175,2281,1332,0.085,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F5,F,5,14583,3704,2488,799,0.0848,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F6,F,6,14305,5820,2281,1332,0.0821,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F7,F,7,404726,3439,72585,1066,0.0887,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F8,F,8,322469,3175,49973,1066,0.0912,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F9,F,9,994346,5554,131083,1065,0.1051,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F10,F,10,310353,2116,122232,1598,0.0972,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F11,F,11,2011208,2645,801189,1331,0.1539,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,F12,F,12,539088,1321,195583,798,0.0943,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G1,G,1,9608,1057,3320,798,0.0813,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G2,G,2,11889,4230,3457,1864,0.0871,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G3,G,3,12169,2909,2972,799,0.0809,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G4,G,4,11337,3438,2697,1332,0.0816,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G5,G,5,12303,2910,2281,1864,0.0815,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G6,G,6,14242,3703,1936,533,0.0848,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G7,G,7,1226564,3174,1153817,266,0.1459,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G8,G,8,767969,2645,520935,533,0.0936,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G9,G,9,445431,4497,71633,1599,0.0949,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G10,G,10,596161,2646,129323,1599,0.1021,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G11,G,11,802580,1587,379564,1598,0.2101,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,G12,G,12,378739,1852,130579,799,0.0914,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H1,H,1,10022,2118,2489,1866,0.0876,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H2,H,2,10367,1853,3042,1066,0.0876,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H3,H,3,49617,1588,23092,2132,0.1945,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H4,H,4,11683,1588,2628,1865,0.0815,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H5,H,5,11337,2646,2904,266,0.0816,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H6,H,6,12994,3176,2420,533,0.0783,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H7,H,7,421072,3176,243387,799,0.1064,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H8,H,8,395800,3441,96097,1066,0.0939,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H9,H,9,351908,3704,145302,1599,0.1123,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H10,H,10,680768,1852,258693,266,0.1715,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H11,H,11,219656,1852,95151,2131,0.0989,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,H12,H,12,327760,2114,200930,798,0.1087,7
